timestamp,vehicle_gps_latitude,vehicle_gps_longitude,fuel_consumption_rate,eta_variation_hours,traffic_congestion_level,warehouse_inventory_level,loading_unloading_time,handling_equipment_availability,order_fulfillment_status,weather_condition_severity,port_congestion_level,shipping_costs,supplier_reliability_score,lead_time_days,historical_demand,iot_temperature,cargo_condition_status,route_risk_level,customs_clearance_time,driver_behavior_score,fatigue_monitoring_score,disruption_likelihood_score,delay_probability,risk_classification,delivery_time_deviation
2021-01-01 00:00:00,40.375568475194925,-77.0143177425258,5.136511864928786,4.998009219330594,5.927585801443973,985.7168615251978,4.951391966582936,0.4812936738722113,0.7611661675969472,0.3590660595663593,4.289159586885701,456.5038530358948,0.9860642838256208,2.1280088215381894,100.77285379356172,0.5743997381982293,0.7772634707653782,1.1821159890280728,0.5020064222000804,0.0338434944899821,0.9785985388654233,0.5061518902630443,0.8852912041825923,Moderate Risk,9.110681821352216
2021-01-01 01:00:00,33.50781833905297,-117.03690240506452,5.101511530652884,0.9849294217472452,1.5919921912280364,396.7002057743469,1.0303792137537455,0.6207804109124498,0.1965940332646918,0.2306595368611658,7.018373320016879,640.4082053861914,0.4632329921129754,12.608165734881434,5313.738114276326,-9.753493205204748,0.0918386174654374,9.61198830435769,0.9667740297180988,0.2017253908480102,0.91858585779895,0.9807839828362244,0.5441776470130406,High Risk,8.175280939682729
2021-01-01 02:00:00,30.020639789030906,-75.2692240366282,5.090802620415415,4.9726650991825645,8.787765349367671,832.4089348805364,4.220229420063548,0.8109334237910771,0.1527415192351706,0.0272100977358828,9.60506387662205,155.74931357384415,0.5985605504518892,14.124451600885957,1595.0491463287474,-6.49103398908089,0.2535294397309395,6.570431288350116,0.9456265282935254,0.2640449963392712,0.3942148867379083,0.9986326961057614,0.8033220288420966,High Risk,1.283593761394167
2021-01-01 03:00:00,36.649222512758975,-70.19052930366378,8.219557503166254,3.095063544909689,0.0452571481303649,0.5732832359688781,0.5301862070885363,0.0085250549423173,0.8118851172323126,0.6166191175005814,8.899616094494098,104.31796051350706,0.7427345387977217,3.8189724230071818,2530.43194067706,-0.1512755267867191,0.8775764550699957,0.5489520412771786,4.674035152457975,0.3628851639069704,0.9054437799216544,0.9933203106782298,0.0259774639417513,High Risk,9.304897170589278
2021-01-01 04:00:00,30.00127928439569,-70.01219476429307,5.000074881555603,3.2160767255365537,8.004850904938763,914.9250670456454,3.620890355443708,0.0200834283814374,0.053659431673344,0.9523845883438884,0.0617602773394147,977.2225275813852,0.4310883093920861,14.001491114492532,2146.19019695094,2.429448025764298,0.262080872669413,8.861442874133289,3.4454290273809,0.0169574875036192,0.2587019394976618,0.9124327602288032,0.9911220669627984,High Risk,7.752483861539519
2021-01-01 05:00:00,47.86454911456331,-119.99838573033182,5.533562734449784,4.862386476537456,0.499404950861028,822.5906491301157,0.768521121133346,0.0620739097034997,0.3973233489478933,0.7016988849375558,9.964329835683774,103.8250019455119,0.9348437717925768,1.886315760152901,3587.988448700142,11.30134265004341,0.0413778874664751,9.49260316132312,2.1638464643452995,0.1839637902706389,0.97862043126812,0.8382871703424444,0.98202347457886,High Risk,-1.6303065413782771
2021-01-01 06:00:00,33.8463903835254,-95.94011785615002,5.7798036469596,4.999979062700836,8.75050112309533,6.048353515948096,3.923828208462697,0.3332370754720035,0.0026890078834341,0.3576891321377552,7.507506255712223,296.63567030579816,0.5953472925489626,1.1534196725252557,9356.07857448525,-9.076669516213226,0.2433481445948126,9.870429787132014,4.159664609198497,0.0206986348756757,0.9865966178737308,0.9993569313159616,0.0614567986581272,High Risk,5.135373918807527
2021-01-01 07:00:00,32.60188466055962,-102.31663498426758,5.474694572560367,0.3755111696525217,4.813078276582036,256.29320813497304,2.352963145279248,0.0218119562404895,0.2408592660622896,0.6081997836168643,9.587155138753005,674.8135483980623,0.793895088861211,1.003970171677525,7689.081300555774,36.83872786705376,0.3444962300801089,2.9542163135156314,1.456897804150878,0.0124897282403285,0.1850778698477666,0.5140006431814633,0.9795375346852628,Moderate Risk,7.432757901238601
2021-01-01 08:00:00,39.78719415401204,-90.89791849265048,5.6806073367087855,4.958875073870871,9.613160806316962,109.8168679371932,0.5922487405253184,0.0493039228534241,0.1830480148028607,0.8679998828346526,8.452268977929219,484.45599348044567,0.2422277555702353,5.8180075175780095,9943.224513269712,-9.999959741545617,0.9141292991990342,7.1588677455367575,2.169862739135623,0.8768789767945231,0.996431281643446,0.3212665318267615,0.2235326615101265,Moderate Risk,1.3233510229968235
2021-01-01 09:00:00,47.72849910534196,-113.4135606333511,5.088425403268968,1.5087091030535835,9.897407371409678,0.0321099261826655,0.7812149448034531,0.0698725307046328,0.7448140692804917,0.8026859764131351,9.842723065313752,100.88124699955937,0.9991069462230324,11.607623667283455,9580.569024990153,-9.999999886679232,0.0324435702867646,3.5870667765107305,3.751473219259721,0.011958550332581,0.4533946213800524,0.9963654743789008,0.2337776443630614,High Risk,0.7399354467663564
2021-01-01 10:00:00,33.94773092430353,-89.51334721827644,6.601943048707986,-0.0639731502023785,8.45179936342319,146.12908721322987,2.548537907213272,0.3433903717198477,0.989637735951404,0.0071157215366402,4.007823063043749,546.908716277911,0.6453423464324957,7.622528764757254,9974.318474539468,26.21889301309279,0.0025873279930874,1.4722118208465371,0.5086196863718144,0.0262887074516431,0.1888937993825616,0.9629697600223964,0.999999120978744,High Risk,6.389036515073901
